,2012,2013,2014,2015,2016
model.,0.0,0.0,0.0,0.0,1.0
modell,1.0,0.0,0.0,0.0,0.0
moderate,17.0,0.0,0.0,1.0,3.0
moderate!,0.0,0.0,0.0,0.0,1.0
"moderate,",1.0,0.0,0.0,0.0,1.0
moderate.,0.0,1.0,0.0,0.0,0.0
"moderate.""",0.0,0.0,0.0,0.0,1.0
moderate;,2.0,0.0,0.0,0.0,0.0
moderated,27.0,0.0,0.0,0.0,0.0
moderated.,0.0,1.0,0.0,0.0,0.0
moderately,5.0,0.0,0.0,0.0,0.0
moderates,1.0,0.0,0.0,0.0,0.0
moderating,1.0,0.0,0.0,0.0,0.0
moderation,2.0,0.0,0.0,0.0,2.0
"moderation,",0.0,0.0,0.0,0.0,1.0
moderation.,0.0,0.0,0.0,0.0,1.0
modern,32.0,1.0,0.0,12.0,4.0
"modern,",2.0,1.0,0.0,1.0,0.0
"modern,""",0.0,0.0,0.0,1.0,0.0
modern-built,0.0,0.0,0.0,0.0,1.0
"modern.""",0.0,0.0,0.0,1.0,0.0
moderne,2.0,0.0,0.0,0.0,0.0
modernity,0.0,0.0,0.0,1.0,0.0
modernization,1.0,0.0,0.0,0.0,0.0
modernize,1.0,0.0,0.0,0.0,0.0
modes,0.0,0.0,0.0,3.0,0.0
modest,7.0,0.0,0.0,1.0,2.0
"modest,",2.0,0.0,0.0,0.0,0.0
modest.,0.0,0.0,0.0,0.0,2.0
"modestest,",0.0,0.0,0.0,0.0,1.0
modesty,0.0,0.0,0.0,0.0,4.0
"modesty,",0.0,0.0,0.0,0.0,3.0
"modesty.""",0.0,0.0,0.0,0.0,1.0
"modesty?""",0.0,0.0,0.0,0.0,1.0
"modification,",5.0,3.0,3.0,4.0,3.0
modifications,1.0,0.0,0.0,0.0,0.0
modified,24.0,4.0,3.0,4.0,3.0
modifying,1.0,0.0,0.0,0.0,0.0
modrigen,1.0,0.0,0.0,0.0,0.0
"mohair,",1.0,0.0,0.0,0.0,0.0
"mohrs,",0.0,0.0,0.0,0.0,1.0
moidores,0.0,0.0,1.0,0.0,0.0
"moidores,",0.0,0.0,1.0,0.0,0.0
moiety,0.0,0.0,0.0,0.0,1.0
moist,1.0,0.0,0.0,3.0,0.0
"moist,",0.0,0.0,0.0,1.0,0.0
moistened,0.0,0.0,0.0,1.0,0.0
moisture,0.0,0.0,0.0,2.0,1.0
"moisture,",0.0,0.0,0.0,1.0,0.0
moisture-laden,1.0,0.0,0.0,0.0,0.0
molasses,1.0,0.0,0.0,0.0,0.0
"molasses,",3.0,0.0,0.0,0.0,0.0
mold.,1.0,0.0,0.0,0.0,0.0
molder,0.0,0.0,0.0,0.0,1.0
moldering,0.0,0.0,0.0,0.0,2.0
mole,0.0,0.0,1.0,1.0,0.0
"mole,",0.0,0.0,0.0,1.0,0.0
moles,0.0,0.0,1.0,0.0,1.0
molest,0.0,0.0,0.0,0.0,2.0
molestation,1.0,0.0,0.0,0.0,0.0
molestation;,1.0,0.0,0.0,0.0,0.0
molested,2.0,0.0,0.0,0.0,0.0
molesteth,1.0,0.0,0.0,0.0,0.0
molten,0.0,0.0,0.0,0.0,5.0
"molten,",0.0,0.0,0.0,0.0,1.0
molybdenum,1.0,0.0,0.0,0.0,0.0
"molybdenum),",1.0,0.0,0.0,0.0,0.0
"molybdenum,",8.0,0.0,0.0,0.0,0.0
mome,0.0,0.0,3.0,0.0,0.0
moment,102.0,22.0,75.0,64.0,95.0
moment!,0.0,0.0,0.0,0.0,2.0
moment!',0.0,1.0,0.0,0.0,0.0
moment's,5.0,2.0,0.0,3.0,18.0
moment),0.0,0.0,0.0,1.0,0.0
"moment,",7.0,6.0,19.0,19.0,32.0
"moment,""",1.0,0.0,0.0,2.0,0.0
"moment,'",0.0,0.0,1.0,0.0,0.0
"moment--""but,",0.0,0.0,0.0,0.0,1.0
"moment--""your",0.0,0.0,0.0,0.0,1.0
moment--about,0.0,0.0,0.0,1.0,0.0
moment.,8.0,1.0,5.0,17.0,11.0
"moment.""",0.0,0.0,0.0,1.0,7.0
moment:,0.0,1.0,0.0,0.0,0.0
moment;,0.0,0.0,1.0,2.0,4.0
moment?,0.0,0.0,1.0,0.0,1.0
momentarily,2.0,0.0,0.0,0.0,0.0
momentary,0.0,0.0,0.0,2.0,5.0
momentary.,0.0,0.0,0.0,1.0,0.0
momentous,1.0,0.0,0.0,0.0,0.0
moments,12.0,0.0,2.0,18.0,12.0
moments',0.0,0.0,0.0,1.0,3.0
"moments,",0.0,1.0,1.0,8.0,8.0
moments--for,0.0,0.0,0.0,0.0,1.0
moments--that,0.0,0.0,0.0,1.0,0.0
moments.,2.0,0.0,1.0,3.0,2.0
"moments.""",1.0,0.0,0.0,1.0,2.0
moments;--but,0.0,0.0,0.0,0.0,1.0
monarch,3.0,0.0,0.0,1.0,0.0
"monarch,",57.0,0.0,0.0,0.0,0.0
monarchical-sacerdotal,1.0,0.0,0.0,0.0,0.0
monarchy,29.0,0.0,0.0,0.0,1.0
"monarchy,",1.0,0.0,0.0,0.0,0.0
monarchy;,3.0,0.0,0.0,0.0,0.0
mondumwunden.«,1.0,0.0,0.0,0.0,0.0
monetary,2.0,0.0,0.0,0.0,0.0
money,26.0,62.0,10.0,42.0,47.0
money!,0.0,2.0,0.0,0.0,0.0
"money!""",0.0,0.0,0.0,1.0,0.0
money's,0.0,1.0,0.0,0.0,0.0
"money,",3.0,12.0,1.0,13.0,13.0
"money,""",0.0,0.0,0.0,1.0,0.0
money--not,0.0,0.0,0.0,1.0,0.0
money--take,0.0,1.0,0.0,0.0,0.0
money-bag,0.0,2.0,0.0,0.0,0.0
money-lenders,0.0,0.0,0.0,1.0,0.0
money.,1.0,7.0,0.0,9.0,6.0
"money.""",1.0,5.0,0.0,4.0,3.0
money.',0.0,0.0,0.0,1.0,0.0
money;,1.0,2.0,0.0,0.0,3.0
"money?""",0.0,0.0,0.0,2.0,0.0
mongos,1.0,0.0,0.0,0.0,0.0
mongrel,1.0,0.0,0.0,0.0,0.0
mongrill,1.0,0.0,0.0,0.0,0.0
mongs',0.0,1.0,0.0,0.0,0.0
monitored,1.0,0.0,0.0,0.0,0.0
monkey,0.0,0.0,0.0,0.0,1.0
"monkey,",1.0,0.0,0.0,0.0,0.0
monochrome);,1.0,0.0,0.0,0.0,0.0
monogram,0.0,0.0,0.0,1.0,0.0
"monogram,",0.0,0.0,0.0,1.0,0.0
monograph,1.0,0.0,0.0,3.0,0.0
monolithic,1.0,0.0,0.0,0.0,0.0
monoliths.,2.0,0.0,0.0,0.0,0.0
monomaniac.,0.0,0.0,0.0,1.0,0.0
monopolize.,0.0,0.0,0.0,0.0,1.0
monosyllabic,1.0,0.0,0.0,0.0,0.0
monosyllable,0.0,0.0,0.0,1.0,0.0
monosyllable.,0.0,0.0,0.0,0.0,1.0
"monosyllables,",0.0,0.0,0.0,1.0,0.0
"monotone,",1.0,0.0,0.0,0.0,0.0
monotone.,1.0,0.0,0.0,0.0,0.0
monotonen,1.0,0.0,0.0,0.0,0.0
monotonous,3.0,0.0,0.0,4.0,1.0
"monotonous,""",0.0,0.0,0.0,1.0,0.0
monotonously,0.0,0.0,1.0,1.0,0.0
monotony,1.0,0.0,0.0,3.0,0.0
monotony.,1.0,0.0,0.0,0.0,0.0
monsieur,17.0,0.0,0.0,0.0,0.0
"monsieur!""",1.0,0.0,0.0,0.0,0.0
monsieur's,4.0,0.0,0.0,0.0,0.0
"monsieur,",8.0,0.0,0.0,0.0,0.0
"monsieur,""",15.0,0.0,0.0,0.0,0.0
monsieur.,5.0,0.0,0.0,0.0,0.0
"monsieur.""",3.0,0.0,0.0,0.0,0.0
monsieur;,1.0,0.0,0.0,0.0,0.0
"monsieur?""",2.0,0.0,0.0,0.0,0.0
monsieurs;,1.0,0.0,0.0,0.0,0.0
monsoon,26.0,0.0,0.0,0.0,0.0
"monsoon,",2.0,0.0,0.0,0.0,0.0
monsoon-type,1.0,0.0,0.0,0.0,0.0
monsoon;,4.0,0.0,0.0,0.0,0.0
monsoonal,1.0,0.0,0.0,0.0,0.0
monsoonal--a,1.0,0.0,0.0,0.0,0.0
monsoonal-type,1.0,0.0,0.0,0.0,0.0
monsoonal;,2.0,0.0,0.0,0.0,0.0
monsoons,2.0,0.0,0.0,0.0,0.0
monster,2.0,0.0,0.0,1.0,2.0
monster!',0.0,0.0,1.0,0.0,0.0
"monster,",0.0,0.0,0.0,0.0,3.0
monster.,0.0,0.0,0.0,1.0,0.0
monster;,0.0,0.0,0.0,0.0,1.0
monsters,0.0,0.0,0.0,1.0,0.0
monsters!',0.0,0.0,1.0,0.0,0.0
"monsters,",0.0,0.0,1.0,1.0,0.0
monstrance,0.0,0.0,0.0,1.0,0.0
monstrous,0.0,9.0,2.0,22.0,11.0
"monstrous,",0.0,0.0,0.0,1.0,0.0
"monstrous,""",0.0,0.0,0.0,1.0,0.0
monstrous.,0.0,0.0,0.0,1.0,0.0
month,4.0,4.0,0.0,13.0,10.0
month's,0.0,0.0,0.0,0.0,1.0
"month,",1.0,3.0,0.0,1.0,9.0
"month,""",0.0,0.0,0.0,0.0,1.0
month.,0.0,0.0,0.0,4.0,2.0
"month.""",0.0,0.0,0.0,0.0,1.0
month;,1.0,0.0,0.0,0.0,2.0
monthly,0.0,1.0,0.0,0.0,1.0
months,16.0,10.0,1.0,18.0,28.0
months!,0.0,0.0,0.0,0.0,2.0
"months!""",0.0,0.0,0.0,0.0,2.0
"months!""--cried",0.0,0.0,0.0,0.0,1.0
months!',0.0,0.0,1.0,0.0,0.0
months!--Have,0.0,0.0,0.0,0.0,1.0
months!--and,0.0,0.0,0.0,0.0,1.0
months',0.0,0.0,0.0,0.0,2.0
"months,",4.0,1.0,0.0,4.0,9.0
"months,""",1.0,0.0,0.0,0.0,1.0
months--from,0.0,0.0,0.0,1.0,0.0
months--he,0.0,0.0,0.0,0.0,1.0
months.,2.0,1.0,0.0,6.0,6.0
"months.""",0.0,0.0,0.0,0.0,1.0
months.',0.0,0.0,1.0,0.0,0.0
months;,1.0,0.0,0.0,0.0,2.0
"months?""",0.0,0.0,0.0,0.0,1.0
monument,1.0,0.0,0.0,0.0,0.0
monumental,1.0,0.0,0.0,0.0,0.0
"monuments,",1.0,0.0,0.0,0.0,0.0
mony,12.0,0.0,0.0,0.0,0.0
"mony,",9.0,0.0,0.0,0.0,0.0
mony.,2.0,0.0,0.0,0.0,0.0
mony:,1.0,0.0,0.0,0.0,0.0
mony;,3.0,0.0,0.0,0.0,0.0
mood,3.0,0.0,1.0,7.0,1.0
"mood,",0.0,0.0,0.0,1.0,0.0
"mood--""you",0.0,0.0,0.0,1.0,0.0
mood.,0.0,0.0,0.0,1.0,0.0
moodily,0.0,0.0,0.0,1.0,0.0
moods,0.0,0.0,0.0,5.0,0.0
"moods,",0.0,0.0,0.0,2.0,0.0
moods.,0.0,0.0,0.0,2.0,0.0
moody,1.0,0.0,0.0,1.0,0.0
moon,8.0,8.0,2.0,7.0,2.0
moon's,2.0,0.0,0.0,0.0,0.0
moon),1.0,0.0,0.0,0.0,0.0
"moon,",3.0,3.0,1.0,1.0,1.0
moon--and,0.0,1.0,0.0,0.0,0.0
moon--objects,1.0,0.0,0.0,0.0,0.0
moon.,1.0,0.0,1.0,1.0,0.0
moon;,0.0,0.0,0.0,0.0,1.0
mooning,0.0,2.0,0.0,0.0,0.0
moonless,0.0,0.0,0.0,1.0,0.0
moonlight,1.0,1.0,1.0,2.0,1.0
"moonlight,",0.0,1.0,1.0,1.0,0.0
moonlight.,1.0,0.0,0.0,2.0,0.0
moonlit,2.0,0.0,0.0,0.0,0.0
moonrise,0.0,1.0,0.0,0.0,0.0
moons,0.0,0.0,4.0,1.0,0.0
"moons,",0.0,0.0,1.0,0.0,0.0
moons.,0.0,0.0,1.0,0.0,1.0
moonshine,0.0,0.0,0.0,2.0,0.0
"moonshine.""",0.0,0.0,0.0,1.0,0.0
moonshine;,0.0,1.0,0.0,0.0,0.0
moonstone's,0.0,0.0,0.0,1.0,0.0
moored.,1.0,0.0,0.0,0.0,0.0
mop.',0.0,0.0,1.0,0.0,0.0
mopped,1.0,0.0,0.0,0.0,0.0
mopping,0.0,0.0,0.0,1.0,0.0
mops,0.0,0.0,1.0,0.0,0.0
moral,1.0,7.0,1.0,11.0,2.0
"moral,",0.0,2.0,0.0,1.0,1.0
moral;,0.0,1.0,0.0,0.0,0.0
morality,0.0,1.0,0.0,2.0,2.0
"morality,",0.0,0.0,0.0,0.0,1.0
moralize,0.0,0.0,0.0,0.0,1.0
moralize.,0.0,0.0,0.0,1.0,0.0
morall,4.0,0.0,0.0,0.0,0.0
morals,0.0,1.0,0.0,1.0,0.0
"morals,",0.0,0.0,0.0,2.0,0.0
morals.,0.0,1.0,0.0,0.0,0.0
"morals.""",0.0,0.0,0.0,1.0,0.0
morass.,0.0,0.0,1.0,0.0,0.0
morbid,0.0,0.0,0.0,3.0,0.0
morbid.,0.0,0.0,0.0,1.0,0.0
morbidly,0.0,0.0,0.0,1.0,0.0
more,565.0,156.0,117.0,276.0,980.0
more!,0.0,0.0,0.0,0.0,2.0
"more!""",0.0,1.0,0.0,0.0,0.0
more!',0.0,1.0,0.0,0.0,0.0
more!--And,0.0,0.0,0.0,0.0,1.0
more'n,0.0,8.0,0.0,0.0,0.0
more),2.0,0.0,0.0,0.0,0.0
"more,",55.0,30.0,11.0,13.0,43.0
"more,""",1.0,0.0,0.0,1.0,0.0
"more,'",0.0,0.0,1.0,0.0,0.0
more--,0.0,0.0,1.0,0.0,1.0
more--As,0.0,1.0,0.0,0.0,0.0
more--I,0.0,1.0,0.0,0.0,0.0
more--all,0.0,1.0,0.0,0.0,0.0
more--and,0.0,1.0,0.0,0.0,0.0
more--at,0.0,0.0,0.0,1.0,0.0
more--but,0.0,0.0,0.0,0.0,1.0
more--if,0.0,1.0,0.0,0.0,0.0
more--now,0.0,1.0,0.0,0.0,0.0
more--then,1.0,1.0,0.0,0.0,0.0
more--three,0.0,1.0,0.0,0.0,0.0
more--would,0.0,0.0,0.0,1.0,0.0
more.,17.0,28.0,8.0,21.0,43.0
"more.""",2.0,3.0,1.0,3.0,3.0
more.',0.0,1.0,0.0,0.0,0.0
more:,2.0,2.0,0.0,0.0,0.0
"more:""",1.0,0.0,0.0,0.0,0.0
more:--as,0.0,0.0,0.0,0.0,1.0
more;,5.0,10.0,2.0,0.0,24.0
more;--not,0.0,0.0,0.0,0.0,1.0
more?,1.0,0.0,0.0,1.0,2.0
"more?""",0.0,2.0,1.0,0.0,0.0
moreover,0.0,0.0,0.0,0.0,9.0
"moreover,",0.0,1.0,0.0,0.0,21.0
morgens,2.0,0.0,0.0,0.0,0.0
moribund,1.0,0.0,0.0,0.0,0.0
moribund;,1.0,0.0,0.0,0.0,0.0
mornin',0.0,1.0,0.0,0.0,0.0
"mornin',",0.0,1.0,0.0,0.0,0.0
mornin'.,0.0,1.0,0.0,0.0,0.0
"mornin'.""",0.0,1.0,0.0,0.0,0.0
morning,35.0,29.0,6.0,63.0,101.0
morning!,0.0,0.0,1.0,1.0,1.0
"morning!""",0.0,1.0,0.0,0.0,0.0
morning's,0.0,0.0,0.0,1.0,6.0
"morning,",11.0,17.0,3.0,33.0,49.0
"morning,""",0.0,0.0,0.0,2.0,0.0
"morning,'",0.0,1.0,0.0,0.0,0.0
morning--I,0.0,0.0,0.0,0.0,1.0
morning--he,1.0,0.0,0.0,0.0,0.0
morning--so,0.0,1.0,0.0,0.0,0.0
morning--was,0.0,0.0,0.0,0.0,1.0
morning--we,1.0,0.0,0.0,0.0,0.0
"morning-room,",0.0,0.0,0.0,1.0,0.0
morning.,4.0,4.0,1.0,12.0,17.0
"morning.""",1.0,1.0,2.0,6.0,3.0
morning.',0.0,0.0,1.0,1.0,0.0
morning;,0.0,3.0,0.0,1.0,0.0
morning;--he,0.0,0.0,0.0,0.0,1.0
morning?,0.0,1.0,0.0,0.0,1.0
"morning?""",0.0,0.0,0.0,1.0,2.0
mornings,0.0,0.0,0.0,0.0,3.0
"mornings,",0.0,1.0,0.0,0.0,0.0
mornings.,0.0,0.0,0.0,1.0,0.0
morocco,0.0,0.0,0.0,2.0,0.0
morose,0.0,0.0,0.0,3.0,0.0
morose.,0.0,0.0,0.0,1.0,0.0
morphine,1.0,0.0,0.0,0.0,0.0
morphine.,1.0,0.0,0.0,0.0,0.0
morrow,2.0,0.0,0.0,0.0,32.0
morrow's,2.0,0.0,0.0,0.0,0.0
"morrow,",0.0,0.0,0.0,0.0,13.0
"morrow,""",2.0,0.0,0.0,0.0,0.0
morrow--it,1.0,0.0,0.0,0.0,0.0
morrow.,4.0,1.0,0.0,0.0,2.0
"morrow:""",1.0,0.0,0.0,0.0,0.0
morrow;,0.0,0.0,0.0,0.0,1.0
morrows,1.0,0.0,0.0,0.0,0.0
morschen,1.0,0.0,0.0,0.0,0.0
"morschen,",1.0,0.0,0.0,0.0,0.0
morscher,1.0,0.0,0.0,0.0,0.0
morse,0.0,0.0,0.0,1.0,0.0
morsel,1.0,1.0,0.0,0.0,0.0
morsells,1.0,0.0,0.0,0.0,0.0
mortal,2.0,1.0,0.0,1.0,18.0
"mortal,",0.0,0.0,0.0,0.0,1.0
mortality,219.0,0.0,0.0,0.0,3.0
"mortality,",1.0,0.0,0.0,0.0,0.0
mortall,6.0,0.0,0.0,0.0,0.0
"mortall,",2.0,0.0,0.0,0.0,0.0
mortall.,1.0,0.0,0.0,0.0,0.0
"mortalls,",1.0,0.0,0.0,0.0,0.0
mortals,2.0,0.0,1.0,0.0,0.0
mortals.,0.0,0.0,0.0,1.0,0.0
mortar,1.0,0.0,0.0,0.0,0.0
"mortar,",0.0,1.0,0.0,1.0,0.0
mortgage.,0.0,0.0,0.0,1.0,0.0
mortification,1.0,0.0,0.0,0.0,3.0
mortification--but,0.0,0.0,0.0,0.0,1.0
mortification--that,0.0,1.0,0.0,0.0,0.0
mortification.,0.0,0.0,0.0,0.0,2.0
mortification;,0.0,0.0,0.0,0.0,1.0
"mortifications,",0.0,0.0,0.0,0.0,1.0
mortifie,1.0,0.0,0.0,0.0,0.0
mortified,1.0,0.0,0.0,0.0,6.0
"mortified,",0.0,0.0,0.0,0.0,1.0
mortifies,0.0,0.0,0.0,0.0,1.0
mortify,0.0,0.0,0.0,0.0,1.0
mortify;,0.0,0.0,0.0,0.0,1.0
mortifying,0.0,0.0,0.0,0.0,6.0
"mortifying,",0.0,0.0,0.0,0.0,1.0
mortifying.,0.0,0.0,0.0,0.0,1.0
mortuary,0.0,0.0,0.0,1.0,0.0
mos',0.0,15.0,0.0,0.0,0.0
mos'ly,0.0,1.0,0.0,0.0,0.0
mosaics,1.0,0.0,0.0,0.0,0.0
mosey,0.0,2.0,0.0,0.0,0.0
mosques,1.0,0.0,0.0,0.0,0.0
mosquitoes,0.0,1.0,0.0,0.0,1.0
moss,1.0,2.0,0.0,1.0,1.0
"moss,",1.0,0.0,1.0,1.0,0.0
moss-coloured,0.0,0.0,0.0,1.0,0.0
moss.,0.0,0.0,1.0,0.0,0.0
mossy,0.0,0.0,1.0,0.0,0.0
most,408.0,141.0,54.0,160.0,386.0
"most,",3.0,2.0,0.0,1.0,1.0
most.,1.0,1.0,0.0,3.0,1.0
most.',0.0,0.0,1.0,0.0,0.0
most;,0.0,1.0,0.0,0.0,0.0
mostly,171.0,12.0,5.0,3.0,1.0
"mostly,",0.0,2.0,0.0,0.0,0.0
"mostly,'",0.0,1.0,0.0,0.0,0.0
mostly.,0.0,1.0,0.0,0.0,0.0
mote,1.0,0.0,0.0,0.0,3.0
moth,0.0,0.0,0.0,0.0,5.0
mother,22.0,11.0,33.0,23.0,201.0
mother!,1.0,0.0,1.0,2.0,0.0
"mother!""",0.0,0.0,1.0,0.0,0.0
"mother!""--",0.0,0.0,0.0,0.0,1.0
mother's,2.0,2.0,9.0,4.0,69.0
"mother's,",0.0,0.0,0.0,1.0,1.0
mother's.,0.0,0.0,0.0,0.0,2.0
"mother,",1.0,0.0,10.0,10.0,92.0
"mother,""",0.0,0.0,9.0,1.0,2.0
"mother,--I",0.0,0.0,0.0,0.0,1.0
"mother,--how",0.0,0.0,0.0,0.0,1.0
mother--how,0.0,0.0,0.0,0.0,1.0
mother--will,0.0,0.0,0.0,0.0,1.0
mother-in-law,0.0,0.0,0.0,0.0,5.0
mother-in-law's,0.0,0.0,0.0,0.0,1.0
"mother-in-law,",0.0,0.0,0.0,0.0,4.0
mother-in-law.,0.0,0.0,0.0,0.0,1.0
mother-of-pearl,3.0,0.0,0.0,0.0,0.0
mother.,5.0,1.0,9.0,4.0,28.0
"mother.""",0.0,0.0,7.0,0.0,2.0
mother.',0.0,0.0,1.0,0.0,0.0
"mother.--Yours,",0.0,0.0,0.0,0.0,1.0
mother;,0.0,0.0,2.0,0.0,11.0
"mother;""",0.0,0.0,0.0,0.0,1.0
mother?,0.0,0.0,0.0,1.0,2.0
"mother?""",0.0,1.0,6.0,0.0,0.0
"mother?'""",0.0,0.0,1.0,0.0,0.0
mothered,0.0,1.0,0.0,0.0,0.0
motherless.,0.0,1.0,0.0,0.0,0.0
motherly,1.0,0.0,1.0,0.0,1.0
mothers,0.0,0.0,9.0,0.0,5.0
"mothers,",0.0,0.0,3.0,0.0,4.0
"mothers,""",0.0,0.0,2.0,0.0,0.0
mothers.,1.0,0.0,1.0,0.0,0.0
"mothers.""",0.0,0.0,1.0,0.0,0.0
mothers;,0.0,0.0,0.0,0.0,3.0
"mothers;""",0.0,0.0,1.0,0.0,0.0
motion,21.0,0.0,0.0,3.0,2.0
"motion,",20.0,0.0,0.0,0.0,1.0
motion.,1.0,0.0,0.0,2.0,0.0
motion.),1.0,0.0,0.0,0.0,0.0
motion;,2.0,0.0,0.0,0.0,0.0
motion;),1.0,0.0,0.0,0.0,0.0
motioned,3.0,3.0,0.0,2.0,0.0
motionless,1.0,0.0,0.0,2.0,1.0
"motionless,",1.0,0.0,1.0,2.0,0.0
motionless.,0.0,0.0,0.0,0.0,1.0
motions,7.0,0.0,0.0,0.0,0.0
"motions,",2.0,0.0,0.0,0.0,1.0
motions;,2.0,0.0,0.0,0.0,0.0
motivate,1.0,0.0,0.0,0.0,0.0
motivated,1.0,0.0,0.0,0.0,0.0
motivating,1.0,0.0,0.0,0.0,0.0
motivation.,1.0,0.0,0.0,0.0,0.0
motive,1.0,0.0,0.0,5.0,13.0
motive!,0.0,0.0,0.0,0.0,1.0
"motive,",2.0,0.0,0.0,1.0,5.0
motive--and,0.0,0.0,0.0,1.0,0.0
motive.,0.0,0.0,0.0,1.0,2.0
motive;,0.0,0.0,0.0,0.0,2.0
motive?,0.0,0.0,0.0,0.0,2.0
"motive?""",0.0,0.0,0.0,0.0,1.0
motives,1.0,0.0,1.0,4.0,12.0
motives.,0.0,0.0,0.0,0.0,1.0
"motives.""",0.0,0.0,0.0,1.0,0.0
motley,0.0,0.0,1.0,0.0,0.0
motly,1.0,0.0,0.0,0.0,0.0
motor,22.0,0.0,0.0,0.0,0.0
motor.,1.0,0.0,0.0,0.0,0.0
motorable,5.0,0.0,0.0,0.0,0.0
motorcycles,2.0,0.0,0.0,0.0,0.0
motorists,1.0,0.0,0.0,0.0,0.0
motorists.,1.0,0.0,0.0,0.0,0.0
motorized,1.0,0.0,0.0,0.0,0.0
mottled,0.0,0.0,0.0,1.0,0.0
motto,6.0,1.0,0.0,0.0,0.0
"motto,",0.0,1.0,0.0,0.0,0.0
motto.,0.0,1.0,0.0,0.0,0.0
mouf,0.0,1.0,0.0,0.0,0.0
mouf--fer,0.0,1.0,0.0,0.0,0.0
"mould,",0.0,0.0,0.0,2.0,0.0
"moulded,",1.0,0.0,0.0,0.0,0.0
moulding,0.0,0.0,0.0,1.0,0.0
"mouldings,",0.0,0.0,0.0,1.0,0.0
moulten,1.0,0.0,0.0,0.0,0.0
mound,1.0,0.0,0.0,0.0,0.0
"mound,--there",0.0,0.0,0.0,0.0,1.0
mount,3.0,0.0,0.0,0.0,12.0
"mount,",0.0,0.0,0.0,0.0,9.0
mount.,1.0,0.0,0.0,0.0,1.0
mountain,14.0,0.0,0.0,0.0,5.0
"mountain,",4.0,0.0,0.0,0.0,6.0
mountain--Be,0.0,0.0,0.0,0.0,1.0
"mountain-ash,",0.0,0.0,0.0,0.0,1.0
"mountain-rill,",0.0,0.0,1.0,0.0,0.0
mountain-top,1.0,0.0,0.0,0.0,0.0
"mountain-top,",1.0,0.0,0.0,0.0,0.0
mountain-top.,1.0,0.0,0.0,0.0,0.0
mountain.,0.0,0.0,0.0,0.0,2.0
mountain;,0.0,0.0,0.0,0.0,1.0
mountaine,2.0,0.0,0.0,0.0,0.0
mountainous,21.0,0.0,0.0,0.0,0.0
"mountainous,",5.0,0.0,0.0,0.0,0.0
mountainous;,4.0,0.0,0.0,0.0,0.0
mountains,103.0,1.0,0.0,0.0,22.0
"mountains,",11.0,0.0,1.0,1.0,8.0
mountains--I'm,0.0,0.0,1.0,0.0,0.0
mountains--the,1.0,0.0,0.0,0.0,0.0
mountains.,5.0,0.0,0.0,0.0,1.0
mountains;,19.0,0.0,0.0,0.0,2.0
mountains?,0.0,0.0,0.0,0.0,1.0
mountainside,1.0,0.0,0.0,0.0,0.0
"mountainside,",1.0,0.0,0.0,0.0,0.0
mountaintop.,1.0,0.0,0.0,0.0,0.0
mounted,6.0,0.0,2.0,1.0,1.0
mounting,5.0,0.0,0.0,0.0,1.0
"mounting,",1.0,0.0,0.0,0.0,0.0
mounts,1.0,0.0,0.0,0.0,0.0
mourn,0.0,0.0,0.0,0.0,14.0
"mourn,",0.0,0.0,0.0,0.0,3.0
mourn.,0.0,0.0,0.0,0.0,3.0
mourn;,0.0,0.0,0.0,0.0,5.0
mourned,0.0,0.0,0.0,1.0,4.0
mourners,1.0,2.0,0.0,0.0,0.0
mourners',0.0,2.0,0.0,0.0,0.0
mournful,0.0,5.0,1.0,0.0,0.0
"mournful,",1.0,2.0,0.0,0.0,0.0
mournful;,0.0,1.0,0.0,0.0,0.0
mournfully,0.0,0.0,0.0,0.0,1.0
"mournfully,",0.0,0.0,1.0,0.0,0.0
mournfully.,0.0,1.0,0.0,0.0,0.0
mournin',0.0,1.0,0.0,0.0,0.0
"mournin',",0.0,1.0,0.0,0.0,0.0
mourning,0.0,3.0,1.0,1.0,19.0
"mourning,",0.0,0.0,0.0,0.0,2.0
mourning-bed,0.0,0.0,0.0,1.0,0.0
"mournings,",0.0,0.0,0.0,0.0,1.0
mouse,0.0,3.0,0.0,1.0,0.0
mouse!'),0.0,1.0,0.0,0.0,0.0
"mouse,",0.0,3.0,0.0,0.0,0.0
mouse--O,0.0,1.0,0.0,0.0,0.0
mouse--a,0.0,1.0,0.0,0.0,0.0
mouse--of,0.0,1.0,0.0,0.0,0.0
mouse--to,0.0,1.0,0.0,0.0,0.0
mouse-trap,0.0,0.0,1.0,0.0,0.0
mouse-trap.,0.0,0.0,1.0,0.0,0.0
"mouse-traps,",0.0,1.0,0.0,0.0,0.0
mouse.,0.0,1.0,0.0,0.0,0.0
mouse:,0.0,1.0,0.0,0.0,0.0
mouse;,0.0,0.0,1.0,0.0,0.0
mouse?,0.0,1.0,0.0,0.0,0.0
mousseline,0.0,0.0,0.0,1.0,0.0
moustache,0.0,0.0,0.0,1.0,0.0
moustache;,0.0,0.0,0.0,1.0,0.0
moustached--evidently,0.0,0.0,0.0,1.0,0.0
mouth,20.0,23.0,26.0,13.0,49.0
"mouth,",4.0,4.0,7.0,5.0,14.0
"mouth,""",1.0,0.0,1.0,0.0,0.0
mouth--and,0.0,1.0,0.0,0.0,0.0
mouth--the,1.0,0.0,0.0,0.0,0.0
mouth--what,0.0,1.0,0.0,0.0,0.0
mouth.,2.0,0.0,5.0,9.0,5.0
